date,store_id,ndc,on_hand_qty,in_transit_qty,days_of_supply,reorder_point_days,target_days_of_supply
2025-04-14,ST009,25095-188-55,74,0,10.4,7,14
2025-04-21,ST009,25095-188-55,92,0,12.9,7,14
2025-04-28,ST009,25095-188-55,56,0,7.9,7,14
2025-05-05,ST009,25095-188-55,64,0,9,7,14
2025-05-12,ST009,25095-188-55,67,0,9.4,7,14
2025-05-19,ST009,25095-188-55,82,0,11.5,7,14
2025-05-26,ST009,25095-188-55,38,56,5.3,7,14
2025-06-02,ST009,25095-188-55,48,52,6.8,7,14
2025-06-09,ST009,25095-188-55,70,0,9.8,7,14
2025-06-16,ST009,25095-188-55,77,0,10.8,7,14
2025-06-23,ST009,25095-188-55,32,54,4.5,7,14
2025-06-30,ST009,25095-188-55,41,59,5.8,7,14
2025-07-07,ST009,25095-188-55,50,0,7,7,14
2025-07-14,ST009,25095-188-55,63,0,8.9,7,14
2025-07-21,ST009,25095-188-55,75,0,10.5,7,14
2025-07-28,ST009,25095-188-55,28,51,3.9,7,14
2025-08-04,ST009,25095-188-55,40,51,5.6,7,14
2025-08-11,ST009,25095-188-55,48,52,6.8,7,14
2025-08-18,ST009,25095-188-55,53,0,7.5,7,14
2025-08-25,ST009,25095-188-55,62,0,8.7,7,14
2025-09-01,ST009,25095-188-55,73,0,10.3,7,14
2025-09-08,ST009,25095-188-55,89,0,12.5,7,14
2025-09-15,ST009,25095-188-55,39,61,5.5,7,14
2025-09-22,ST009,25095-188-55,50,0,7,7,14
2025-09-29,ST009,25095-188-55,66,0,9.3,7,14
2025-10-06,ST009,25095-188-55,70,0,9.8,7,14
2025-10-13,ST009,25095-188-55,83,0,11.7,7,14
2025-10-20,ST009,25095-188-55,43,51,6,7,14
2025-10-27,ST009,25095-188-55,64,0,9,7,14
2025-11-03,ST009,25095-188-55,69,0,9.7,7,14
2025-11-10,ST009,25095-188-55,68,0,9.6,7,14
2025-11-17,ST009,25095-188-55,82,0,11.5,7,14
2025-11-24,ST009,25095-188-55,86,0,12.1,7,14
2025-12-01,ST009,25095-188-55,43,57,6,7,14
2025-12-08,ST009,25095-188-55,62,0,8.7,7,14
2025-12-15,ST009,25095-188-55,72,0,10.1,7,14
2025-12-22,ST009,25095-188-55,80,0,11.3,7,14
2025-12-29,ST009,25095-188-55,31,54,4.4,7,14
2024-01-01,ST009,59315-796-34,32,0,20.1,10,21
2024-01-08,ST009,59315-796-34,25,0,15.7,10,21
2024-01-15,ST009,59315-796-34,31,0,19.4,10,21
2024-01-22,ST009,59315-796-34,21,0,13.2,10,21
2024-01-29,ST009,59315-796-34,30,0,18.8,10,21
2024-02-05,ST009,59315-796-34,19,0,11.9,10,21
2024-02-12,ST009,59315-796-34,27,0,16.9,10,21
2024-02-19,ST009,59315-796-34,21,0,13.2,10,21
2024-02-26,ST009,59315-796-34,26,0,16.3,10,21
2024-03-04,ST009,59315-796-34,14,18,8.8,10,21
2024-03-11,ST009,59315-796-34,20,0,12.5,10,21
2024-03-18,ST009,59315-796-34,31,0,19.4,10,21
2024-03-25,ST009,59315-796-34,20,0,12.5,10,21
2024-04-01,ST009,59315-796-34,22,0,13.8,10,21
2024-04-08,ST009,59315-796-34,12,21,7.5,10,21
2024-04-15,ST009,59315-796-34,22,0,13.8,10,21
2024-04-22,ST009,59315-796-34,13,20,8.2,10,21
2024-04-29,ST009,59315-796-34,18,0,11.3,10,21
2024-05-06,ST009,59315-796-34,15,18,9.4,10,21
2024-05-13,ST009,59315-796-34,26,0,16.3,10,21
2024-05-20,ST009,59315-796-34,16,0,10,10,21
2024-05-27,ST009,59315-796-34,21,0,13.2,10,21
2024-06-03,ST009,59315-796-34,28,0,17.6,10,21
2024-06-10,ST009,59315-796-34,21,0,13.2,10,21
2024-06-17,ST009,59315-796-34,28,0,17.6,10,21
2024-06-24,ST009,59315-796-34,18,0,11.3,10,21
2024-07-01,ST009,59315-796-34,28,0,17.6,10,21
2024-07-08,ST009,59315-796-34,20,0,12.5,10,21
2024-07-15,ST009,59315-796-34,26,0,16.3,10,21
2024-07-22,ST009,59315-796-34,11,22,6.9,10,21
2024-07-29,ST009,59315-796-34,23,0,14.4,10,21
2024-08-05,ST009,59315-796-34,19,0,11.9,10,21
2024-08-12,ST009,59315-796-34,32,0,20.1,10,21
2024-08-19,ST009,59315-796-34,23,0,14.4,10,21
2024-08-26,ST009,59315-796-34,14,18,8.8,10,21
2024-09-02,ST009,59315-796-34,17,0,10.7,10,21
2024-09-09,ST009,59315-796-34,27,0,16.9,10,21
2024-09-16,ST009,59315-796-34,21,0,13.2,10,21
2024-09-23,ST009,59315-796-34,29,0,18.2,10,21
2024-09-30,ST009,59315-796-34,17,0,10.7,10,21
2024-10-07,ST009,59315-796-34,25,0,15.7,10,21
2024-10-14,ST009,59315-796-34,31,0,19.4,10,21
2024-10-21,ST009,59315-796-34,21,0,13.2,10,21
2024-10-28,ST009,59315-796-34,17,0,10.7,10,21
2024-11-04,ST009,59315-796-34,26,0,16.3,10,21
2024-11-11,ST009,59315-796-34,14,19,8.8,10,21
2024-11-18,ST009,59315-796-34,21,0,13.2,10,21
2024-11-25,ST009,59315-796-34,28,0,17.6,10,21
2024-12-02,ST009,59315-796-34,20,0,12.5,10,21
2024-12-09,ST009,59315-796-34,28,0,17.6,10,21
2024-12-16,ST009,59315-796-34,21,0,13.2,10,21
2024-12-23,ST009,59315-796-34,32,0,20.1,10,21
2024-12-30,ST009,59315-796-34,24,0,15,10,21
2025-01-06,ST009,59315-796-34,14,18,8.8,10,21
2025-01-13,ST009,59315-796-34,23,0,14.4,10,21
2025-01-20,ST009,59315-796-34,15,18,9.4,10,21
2025-01-27,ST009,59315-796-34,24,0,15,10,21
2025-02-03,ST009,59315-796-34,29,0,18.2,10,21
2025-02-10,ST009,59315-796-34,17,0,10.7,10,21
2025-02-17,ST009,59315-796-34,26,0,16.3,10,21
2025-02-24,ST009,59315-796-34,14,18,8.8,10,21
2025-03-03,ST009,59315-796-34,17,0,10.7,10,21
2025-03-10,ST009,59315-796-34,27,0,16.9,10,21
2025-03-17,ST009,59315-796-34,19,0,11.9,10,21
2025-03-24,ST009,59315-796-34,25,0,15.7,10,21
2025-03-31,ST009,59315-796-34,14,18,8.8,10,21
2025-04-07,ST009,59315-796-34,24,0,15,10,21
2025-04-14,ST009,59315-796-34,11,19,6.9,10,21
2025-04-21,ST009,59315-796-34,19,0,11.9,10,21
2025-04-28,ST009,59315-796-34,7,18,4.4,10,21
2025-05-05,ST009,59315-796-34,20,0,12.5,10,21
2025-05-12,ST009,59315-796-34,31,0,19.4,10,21
2025-05-19,ST009,59315-796-34,19,0,11.9,10,21
2025-05-26,ST009,59315-796-34,25,0,15.7,10,21
2025-06-02,ST009,59315-796-34,15,18,9.4,10,21
2025-06-09,ST009,59315-796-34,23,0,14.4,10,21
2025-06-16,ST009,59315-796-34,12,18,7.5,10,21
2025-06-23,ST009,59315-796-34,24,0,15,10,21
2025-06-30,ST009,59315-796-34,32,0,20.1,10,21
2025-07-07,ST009,59315-796-34,23,0,14.4,10,21
2025-07-14,ST009,59315-796-34,11,18,6.9,10,21
2025-07-21,ST009,59315-796-34,25,0,15.7,10,21
2025-07-28,ST009,59315-796-34,27,0,16.9,10,21
2025-08-04,ST009,59315-796-34,11,19,6.9,10,21
2025-08-11,ST009,59315-796-34,24,0,15,10,21
2025-08-18,ST009,59315-796-34,14,19,8.8,10,21
2025-08-25,ST009,59315-796-34,24,0,15,10,21
2025-09-01,ST009,59315-796-34,16,0,10,10,21
2025-09-08,ST009,59315-796-34,25,0,15.7,10,21
2025-09-15,ST009,59315-796-34,14,19,8.8,10,21
2025-09-22,ST009,59315-796-34,22,0,13.8,10,21
2025-09-29,ST009,59315-796-34,28,0,17.6,10,21
2025-10-06,ST009,59315-796-34,16,0,10,10,21
2025-10-13,ST009,59315-796-34,20,0,12.5,10,21
2025-10-20,ST009,59315-796-34,28,0,17.6,10,21
2025-10-27,ST009,59315-796-34,17,0,10.7,10,21
2025-11-03,ST009,59315-796-34,30,0,18.8,10,21
2025-11-10,ST009,59315-796-34,26,0,16.3,10,21
2025-11-17,ST009,59315-796-34,20,0,12.5,10,21
2025-11-24,ST009,59315-796-34,13,18,8.2,10,21
2025-12-01,ST009,59315-796-34,23,0,14.4,10,21
2025-12-08,ST009,59315-796-34,31,0,19.4,10,21
2025-12-15,ST009,59315-796-34,20,0,12.5,10,21
2025-12-22,ST009,59315-796-34,25,0,15.7,10,21
2025-12-29,ST009,59315-796-34,20,0,12.5,10,21
2024-01-01,ST009,90471-917-54,27,0,18.7,10,21
2024-01-08,ST009,90471-917-54,17,0,11.8,10,21
2024-01-15,ST009,90471-917-54,26,0,18,10,21
2024-01-22,ST009,90471-917-54,18,0,12.5,10,21
2024-01-29,ST009,90471-917-54,14,16,9.7,10,21
2024-02-05,ST009,90471-917-54,24,0,16.7,10,21
2024-02-12,ST009,90471-917-54,16,0,11.1,10,21
2024-02-19,ST009,90471-917-54,24,0,16.7,10,21
2024-02-26,ST009,90471-917-54,12,16,8.3,10,21
2024-03-04,ST009,90471-917-54,19,0,13.2,10,21
2024-03-11,ST009,90471-917-54,26,0,18,10,21
2024-03-18,ST009,90471-917-54,19,0,13.2,10,21
2024-03-25,ST009,90471-917-54,15,0,10.4,10,21
2024-04-01,ST009,90471-917-54,25,0,17.3,10,21
2024-04-08,ST009,90471-917-54,18,0,12.5,10,21
2024-04-15,ST009,90471-917-54,10,17,6.9,10,21
2024-04-22,ST009,90471-917-54,20,0,13.9,10,21
2024-04-29,ST009,90471-917-54,24,0,16.7,10,21
2024-05-06,ST009,90471-917-54,14,16,9.7,10,21
2024-05-13,ST009,90471-917-54,25,0,17.3,10,21
2024-05-20,ST009,90471-917-54,12,16,8.3,10,21
2024-05-27,ST009,90471-917-54,21,0,14.6,10,21
2024-06-03,ST009,90471-917-54,16,0,11.1,10,21
2024-06-10,ST009,90471-917-54,22,0,15.3,10,21
2024-06-17,ST009,90471-917-54,13,16,9,10,21
2024-06-24,ST009,90471-917-54,19,0,13.2,10,21
2024-07-01,ST009,90471-917-54,7,17,4.9,10,21
2024-07-08,ST009,90471-917-54,29,0,20.1,10,21
2024-07-15,ST009,90471-917-54,20,0,13.9,10,21
2024-07-22,ST009,90471-917-54,21,0,14.6,10,21
2024-07-29,ST009,90471-917-54,15,0,10.4,10,21
2024-08-05,ST009,90471-917-54,26,0,18,10,21
2024-08-12,ST009,90471-917-54,15,0,10.4,10,21
2024-08-19,ST009,90471-917-54,19,0,13.2,10,21
2024-08-26,ST009,90471-917-54,29,0,20.1,10,21
2024-09-02,ST009,90471-917-54,19,0,13.2,10,21
2024-09-09,ST009,90471-917-54,29,0,20.1,10,21
2024-09-16,ST009,90471-917-54,21,0,14.6,10,21
2024-09-23,ST009,90471-917-54,13,16,9,10,21
2024-09-30,ST009,90471-917-54,19,0,13.2,10,21
2024-10-07,ST009,90471-917-54,14,16,9.7,10,21
2024-10-14,ST009,90471-917-54,19,0,13.2,10,21
2024-10-21,ST009,90471-917-54,12,16,8.3,10,21
2024-10-28,ST009,90471-917-54,16,0,11.1,10,21
2024-11-04,ST009,90471-917-54,18,0,12.5,10,21
2024-11-11,ST009,90471-917-54,24,0,16.7,10,21
2024-11-18,ST009,90471-917-54,19,0,13.2,10,21
2024-11-25,ST009,90471-917-54,30,0,20.8,10,21
2024-12-02,ST009,90471-917-54,24,0,16.7,10,21
2024-12-09,ST009,90471-917-54,20,0,13.9,10,21
2024-12-16,ST009,90471-917-54,12,16,8.3,10,21
2024-12-23,ST009,90471-917-54,19,0,13.2,10,21
2024-12-30,ST009,90471-917-54,28,0,19.4,10,21
2025-01-06,ST009,90471-917-54,22,0,15.3,10,21
2025-01-13,ST009,90471-917-54,11,17,7.6,10,21
2025-01-20,ST009,90471-917-54,15,0,10.4,10,21
2025-01-27,ST009,90471-917-54,22,0,15.3,10,21
2025-02-03,ST009,90471-917-54,15,0,10.4,10,21
2025-02-10,ST009,90471-917-54,30,0,20.8,10,21
2025-02-17,ST009,90471-917-54,19,0,13.2,10,21
2025-02-24,ST009,90471-917-54,30,0,20.8,10,21
2025-03-03,ST009,90471-917-54,22,0,15.3,10,21
2025-03-10,ST009,90471-917-54,27,0,18.7,10,21
2025-03-17,ST009,90471-917-54,21,0,14.6,10,21
2025-03-24,ST009,90471-917-54,14,16,9.7,10,21
2025-03-31,ST009,90471-917-54,20,0,13.9,10,21
2025-04-07,ST009,90471-917-54,25,0,17.3,10,21
2025-04-14,ST009,90471-917-54,19,0,13.2,10,21
2025-04-21,ST009,90471-917-54,16,0,11.1,10,21
2025-04-28,ST009,90471-917-54,27,0,18.7,10,21
2025-05-05,ST009,90471-917-54,19,0,13.2,10,21
2025-05-12,ST009,90471-917-54,18,0,12.5,10,21
2025-05-19,ST009,90471-917-54,10,17,6.9,10,21
2025-05-26,ST009,90471-917-54,22,0,15.3,10,21
2025-06-02,ST009,90471-917-54,23,0,16,10,21
2025-06-09,ST009,90471-917-54,12,18,8.3,10,21
2025-06-16,ST009,90471-917-54,23,0,16,10,21
2025-06-23,ST009,90471-917-54,15,0,10.4,10,21
2025-06-30,ST009,90471-917-54,21,0,14.6,10,21
2025-07-07,ST009,90471-917-54,14,16,9.7,10,21
2025-07-14,ST009,90471-917-54,20,0,13.9,10,21
2025-07-21,ST009,90471-917-54,11,16,7.6,10,21
2025-07-28,ST009,90471-917-54,19,0,13.2,10,21
2025-08-04,ST009,90471-917-54,14,16,9.7,10,21
2025-08-11,ST009,90471-917-54,24,0,16.7,10,21
2025-08-18,ST009,90471-917-54,17,0,11.8,10,21
2025-08-25,ST009,90471-917-54,20,0,13.9,10,21
2025-09-01,ST009,90471-917-54,26,0,18,10,21
2025-09-08,ST009,90471-917-54,19,0,13.2,10,21
2025-09-15,ST009,90471-917-54,27,0,18.7,10,21
2025-09-22,ST009,90471-917-54,21,0,14.6,10,21
2025-09-29,ST009,90471-917-54,13,17,9,10,21
2025-10-06,ST009,90471-917-54,18,0,12.5,10,21
2025-10-13,ST009,90471-917-54,23,0,16,10,21
2025-10-20,ST009,90471-917-54,27,0,18.7,10,21
2025-10-27,ST009,90471-917-54,17,0,11.8,10,21
2025-11-03,ST009,90471-917-54,24,0,16.7,10,21
2025-11-10,ST009,90471-917-54,15,0,10.4,10,21
2025-11-17,ST009,90471-917-54,25,0,17.3,10,21
2025-11-24,ST009,90471-917-54,16,0,11.1,10,21
2025-12-01,ST009,90471-917-54,27,0,18.7,10,21
2025-12-08,ST009,90471-917-54,19,0,13.2,10,21
2025-12-15,ST009,90471-917-54,24,0,16.7,10,21
2025-12-22,ST009,90471-917-54,15,0,10.4,10,21
2025-12-29,ST009,90471-917-54,24,0,16.7,10,21
2024-01-01,ST009,69484-331-81,83,0,13.6,7,14
2024-01-08,ST009,69484-331-81,51,0,8.3,7,14
2024-01-15,ST009,69484-331-81,65,0,10.6,7,14
2024-01-22,ST009,69484-331-81,73,0,11.9,7,14
2024-01-29,ST009,69484-331-81,37,46,6,7,14
2024-02-05,ST009,69484-331-81,46,0,7.5,7,14
2024-02-12,ST009,69484-331-81,61,0,10,7,14
2024-02-19,ST009,69484-331-81,68,0,11.1,7,14
2024-02-26,ST009,69484-331-81,30,47,4.9,7,14
2024-03-04,ST009,69484-331-81,39,47,6.4,7,14
2024-03-11,ST009,69484-331-81,49,0,8,7,14
2024-03-18,ST009,69484-331-81,68,0,11.1,7,14
2024-03-25,ST009,69484-331-81,35,45,5.7,7,14
2024-04-01,ST009,69484-331-81,31,55,5.1,7,14
2024-04-08,ST009,69484-331-81,47,0,7.7,7,14
2024-04-15,ST009,69484-331-81,51,0,8.3,7,14
2024-04-22,ST009,69484-331-81,62,0,10.1,7,14
2024-04-29,ST009,69484-331-81,67,0,10.9,7,14
2024-05-06,ST009,69484-331-81,24,50,3.9,7,14
2024-05-13,ST009,69484-331-81,41,45,6.7,7,14
2024-05-20,ST009,69484-331-81,41,45,6.7,7,14
2024-05-27,ST009,69484-331-81,53,0,8.7,7,14
2024-06-03,ST009,69484-331-81,66,0,10.8,7,14
2024-06-10,ST009,69484-331-81,72,0,11.8,7,14
2024-06-17,ST009,69484-331-81,45,0,7.4,7,14
2024-06-24,ST009,69484-331-81,54,0,8.8,7,14
2024-07-01,ST009,69484-331-81,71,0,11.6,7,14
2024-07-08,ST009,69484-331-81,37,44,6,7,14
2024-07-15,ST009,69484-331-81,42,44,6.9,7,14
2024-07-22,ST009,69484-331-81,40,46,6.5,7,14
2024-07-29,ST009,69484-331-81,41,45,6.7,7,14
2024-08-05,ST009,69484-331-81,47,0,7.7,7,14
2024-08-12,ST009,69484-331-81,69,0,11.3,7,14
2024-08-19,ST009,69484-331-81,32,45,5.2,7,14
2024-08-26,ST009,69484-331-81,36,50,5.9,7,14
2024-09-02,ST009,69484-331-81,51,0,8.3,7,14
2024-09-09,ST009,69484-331-81,52,0,8.5,7,14
2024-09-16,ST009,69484-331-81,61,0,10,7,14
2024-09-23,ST009,69484-331-81,73,0,11.9,7,14
2024-09-30,ST009,69484-331-81,39,47,6.4,7,14
2024-10-07,ST009,69484-331-81,46,0,7.5,7,14
2024-10-14,ST009,69484-331-81,62,0,10.1,7,14
2024-10-21,ST009,69484-331-81,62,0,10.1,7,14
2024-10-28,ST009,69484-331-81,74,0,12.1,7,14
2024-11-04,ST009,69484-331-81,41,45,6.7,7,14
2024-11-11,ST009,69484-331-81,49,0,8,7,14
2024-11-18,ST009,69484-331-81,57,0,9.3,7,14
2024-11-25,ST009,69484-331-81,63,0,10.3,7,14
2024-12-02,ST009,69484-331-81,70,0,11.4,7,14
2024-12-09,ST009,69484-331-81,76,0,12.4,7,14
2024-12-16,ST009,69484-331-81,38,45,6.2,7,14
2024-12-23,ST009,69484-331-81,49,0,8,7,14
2024-12-30,ST009,69484-331-81,68,0,11.1,7,14
2025-01-06,ST009,69484-331-81,74,0,12.1,7,14
2025-01-13,ST009,69484-331-81,40,46,6.5,7,14
2025-01-20,ST009,69484-331-81,44,0,7.2,7,14
2025-01-27,ST009,69484-331-81,48,0,7.8,7,14
2025-02-03,ST009,69484-331-81,51,0,8.3,7,14
2025-02-10,ST009,69484-331-81,54,0,8.8,7,14
2025-02-17,ST009,69484-331-81,28,45,4.6,7,14
2025-02-24,ST009,69484-331-81,40,46,6.5,7,14
2025-03-03,ST009,69484-331-81,39,47,6.4,7,14
2025-03-10,ST009,69484-331-81,53,0,8.7,7,14
2025-03-17,ST009,69484-331-81,69,0,11.3,7,14
2025-03-24,ST009,69484-331-81,83,0,13.6,7,14
2025-03-31,ST009,69484-331-81,56,0,9.2,7,14
2025-04-07,ST009,69484-331-81,62,0,10.1,7,14
2025-04-14,ST009,69484-331-81,67,0,10.9,7,14
2025-04-21,ST009,69484-331-81,75,0,12.3,7,14
2025-04-28,ST009,69484-331-81,74,0,12.1,7,14
2025-05-05,ST009,69484-331-81,41,45,6.7,7,14
2025-05-12,ST009,69484-331-81,37,49,6,7,14
2025-05-19,ST009,69484-331-81,40,46,6.5,7,14
2025-05-26,ST009,69484-331-81,50,0,8.2,7,14
2025-06-02,ST009,69484-331-81,57,0,9.3,7,14
2025-06-09,ST009,69484-331-81,76,0,12.4,7,14
2025-06-16,ST009,69484-331-81,45,0,7.4,7,14
2025-06-23,ST009,69484-331-81,56,0,9.2,7,14
2025-06-30,ST009,69484-331-81,72,0,11.8,7,14
2025-07-07,ST009,69484-331-81,71,0,11.6,7,14
2025-07-14,ST009,69484-331-81,46,0,7.5,7,14
2025-07-21,ST009,69484-331-81,51,0,8.3,7,14
2025-07-28,ST009,69484-331-81,69,0,11.3,7,14
2025-08-04,ST009,69484-331-81,34,45,5.6,7,14
2025-08-11,ST009,69484-331-81,44,0,7.2,7,14
2025-08-18,ST009,69484-331-81,55,0,9,7,14
2025-08-25,ST009,69484-331-81,64,0,10.5,7,14
2025-09-01,ST009,69484-331-81,70,0,11.4,7,14
2025-09-08,ST009,69484-331-81,36,45,5.9,7,14
2025-09-15,ST009,69484-331-81,51,0,8.3,7,14
2025-09-22,ST009,69484-331-81,54,0,8.8,7,14
2025-09-29,ST009,69484-331-81,64,0,10.5,7,14
2025-10-06,ST009,69484-331-81,35,45,5.7,7,14
2025-10-13,ST009,69484-331-81,39,47,6.4,7,14
2025-10-20,ST009,69484-331-81,47,0,7.7,7,14
2025-10-27,ST009,69484-331-81,49,0,8,7,14
2025-11-03,ST009,69484-331-81,59,0,9.6,7,14
2025-11-10,ST009,69484-331-81,74,0,12.1,7,14
2025-11-17,ST009,69484-331-81,39,47,6.4,7,14
2025-11-24,ST009,69484-331-81,55,0,9,7,14
2025-12-01,ST009,69484-331-81,73,0,11.9,7,14
2025-12-08,ST009,69484-331-81,78,0,12.7,7,14
2025-12-15,ST009,69484-331-81,41,45,6.7,7,14
2025-12-22,ST009,69484-331-81,55,0,9,7,14
2025-12-29,ST009,69484-331-81,62,0,10.1,7,14
2024-01-01,ST009,23998-570-66,81,0,13,7,14
2024-01-08,ST009,23998-570-66,48,0,7.7,7,14
2024-01-15,ST009,23998-570-66,64,0,10.3,7,14
2024-01-22,ST009,23998-570-66,74,0,11.9,7,14
2024-01-29,ST009,23998-570-66,33,49,5.3,7,14
2024-02-05,ST009,23998-570-66,44,0,7.1,7,14
2024-02-12,ST009,23998-570-66,48,0,7.7,7,14
2024-02-19,ST009,23998-570-66,61,0,9.8,7,14
2024-02-26,ST009,23998-570-66,49,0,7.9,7,14
2024-03-04,ST009,23998-570-66,49,0,7.9,7,14
2024-03-11,ST009,23998-570-66,59,0,9.5,7,14
2024-03-18,ST009,23998-570-66,69,0,11.1,7,14
2024-03-25,ST009,23998-570-66,76,0,12.2,7,14
2024-04-01,ST009,23998-570-66,39,48,6.3,7,14
2024-04-08,ST009,23998-570-66,58,0,9.3,7,14
2024-04-15,ST009,23998-570-66,79,0,12.7,7,14
2024-04-22,ST009,23998-570-66,41,46,6.6,7,14
2024-04-29,ST009,23998-570-66,48,0,7.7,7,14
2024-05-06,ST009,23998-570-66,57,0,9.2,7,14
2024-05-13,ST009,23998-570-66,61,0,9.8,7,14
2024-05-20,ST009,23998-570-66,74,0,11.9,7,14
2024-05-27,ST009,23998-570-66,39,48,6.3,7,14
2024-06-03,ST009,23998-570-66,45,0,7.2,7,14
2024-06-10,ST009,23998-570-66,52,0,8.4,7,14
2024-06-17,ST009,23998-570-66,59,0,9.5,7,14
2024-06-24,ST009,23998-570-66,66,0,10.6,7,14
2024-07-01,ST009,23998-570-66,27,48,4.3,7,14
2024-07-08,ST009,23998-570-66,47,0,7.6,7,14
2024-07-15,ST009,23998-570-66,48,0,7.7,7,14
2024-07-22,ST009,23998-570-66,54,0,8.7,7,14
2024-07-29,ST009,23998-570-66,59,0,9.5,7,14
2024-08-05,ST009,23998-570-66,67,0,10.8,7,14
2024-08-12,ST009,23998-570-66,77,0,12.4,7,14
2024-08-19,ST009,23998-570-66,37,48,6,7,14
2024-08-26,ST009,23998-570-66,46,0,7.4,7,14
2024-09-02,ST009,23998-570-66,55,0,8.9,7,14
2024-09-09,ST009,23998-570-66,56,0,9,7,14
2024-09-16,ST009,23998-570-66,71,0,11.4,7,14
2024-09-23,ST009,23998-570-66,47,0,7.6,7,14
2024-09-30,ST009,23998-570-66,51,0,8.2,7,14
2024-10-07,ST009,23998-570-66,60,0,9.7,7,14
2024-10-14,ST009,23998-570-66,62,0,10,7,14
2024-10-21,ST009,23998-570-66,64,0,10.3,7,14
2024-10-28,ST009,23998-570-66,71,0,11.4,7,14
2024-11-04,ST009,23998-570-66,36,45,5.8,7,14
2024-11-11,ST009,23998-570-66,37,50,6,7,14
2024-11-18,ST009,23998-570-66,54,0,8.7,7,14
2024-11-25,ST009,23998-570-66,57,0,9.2,7,14
2024-12-02,ST009,23998-570-66,70,0,11.3,7,14
2024-12-09,ST009,23998-570-66,69,0,11.1,7,14
2024-12-16,ST009,23998-570-66,32,46,5.2,7,14
2024-12-23,ST009,23998-570-66,46,0,7.4,7,14
2024-12-30,ST009,23998-570-66,57,0,9.2,7,14
2025-01-06,ST009,23998-570-66,63,0,10.1,7,14
2025-01-13,ST009,23998-570-66,65,0,10.5,7,14
2025-01-20,ST009,23998-570-66,74,0,11.9,7,14
2025-01-27,ST009,23998-570-66,35,52,5.6,7,14
2025-02-03,ST009,23998-570-66,43,44,6.9,7,14
2025-02-10,ST009,23998-570-66,52,0,8.4,7,14
2025-02-17,ST009,23998-570-66,67,0,10.8,7,14
2025-02-24,ST009,23998-570-66,75,0,12.1,7,14
2025-03-03,ST009,23998-570-66,74,0,11.9,7,14
2025-03-10,ST009,23998-570-66,32,48,5.2,7,14
2025-03-17,ST009,23998-570-66,38,49,6.1,7,14
2025-03-24,ST009,23998-570-66,35,45,5.6,7,14
2025-03-31,ST009,23998-570-66,39,48,6.3,7,14
2025-04-07,ST009,23998-570-66,49,0,7.9,7,14
2025-04-14,ST009,23998-570-66,51,0,8.2,7,14
2025-04-21,ST009,23998-570-66,59,0,9.5,7,14
2025-04-28,ST009,23998-570-66,66,0,10.6,7,14
2025-05-05,ST009,23998-570-66,68,0,11,7,14
2025-05-12,ST009,23998-570-66,71,0,11.4,7,14
2025-05-19,ST009,23998-570-66,74,0,11.9,7,14
2025-05-26,ST009,23998-570-66,37,46,6,7,14
2025-06-02,ST009,23998-570-66,49,0,7.9,7,14
2025-06-09,ST009,23998-570-66,62,0,10,7,14
2025-06-16,ST009,23998-570-66,67,0,10.8,7,14
2025-06-23,ST009,23998-570-66,77,0,12.4,7,14
2025-06-30,ST009,23998-570-66,38,49,6.1,7,14
2025-07-07,ST009,23998-570-66,58,0,9.3,7,14
2025-07-14,ST009,23998-570-66,71,0,11.4,7,14
2025-07-21,ST009,23998-570-66,79,0,12.7,7,14
2025-07-28,ST009,23998-570-66,50,0,8.1,7,14
2025-08-04,ST009,23998-570-66,47,0,7.6,7,14
2025-08-11,ST009,23998-570-66,55,0,8.9,7,14
2025-08-18,ST009,23998-570-66,66,0,10.6,7,14
2025-08-25,ST009,23998-570-66,37,46,6,7,14
2025-09-01,ST009,23998-570-66,44,0,7.1,7,14
2025-09-08,ST009,23998-570-66,56,0,9,7,14
2025-09-15,ST009,23998-570-66,77,0,12.4,7,14
2025-09-22,ST009,23998-570-66,51,0,8.2,7,14
2025-09-29,ST009,23998-570-66,68,0,11,7,14
2025-10-06,ST009,23998-570-66,77,0,12.4,7,14
2025-10-13,ST009,23998-570-66,30,46,4.8,7,14
2025-10-20,ST009,23998-570-66,80,0,12.9,7,14
2025-10-27,ST009,23998-570-66,51,0,8.2,7,14
2025-11-03,ST009,23998-570-66,77,0,12.4,7,14
2025-11-10,ST009,23998-570-66,77,0,12.4,7,14
2025-11-17,ST009,23998-570-66,35,47,5.6,7,14
2025-11-24,ST009,23998-570-66,50,0,8.1,7,14
2025-12-01,ST009,23998-570-66,57,0,9.2,7,14
2025-12-08,ST009,23998-570-66,58,0,9.3,7,14
2025-12-15,ST009,23998-570-66,63,0,10.1,7,14
2025-12-22,ST009,23998-570-66,21,55,3.4,7,14
2025-12-29,ST009,23998-570-66,71,0,11.4,7,14
2024-01-01,ST009,50582-567-88,14,0,19.9,10,21
2024-01-08,ST009,50582-567-88,11,0,15.6,10,21
2024-01-15,ST009,50582-567-88,14,0,19.9,10,21
2024-01-22,ST009,50582-567-88,5,8,7.1,10,21
2024-01-29,ST009,50582-567-88,11,0,15.6,10,21
2024-02-05,ST009,50582-567-88,14,0,19.9,10,21
2024-02-12,ST009,50582-567-88,9,0,12.8,10,21
2024-02-19,ST009,50582-567-88,8,0,11.4,10,21
2024-02-26,ST009,50582-567-88,9,0,12.8,10,21
2024-03-04,ST009,50582-567-88,7,8,9.9,10,21
